sampleID,sampleName,Strains,organism_reported_names,phyloT_order,GTDB_phylum,GTDB_class,GTDB_order,GTDB_family,GTDB_genus,GTDB_species,NCBI_phylum,NCBI_class,NCBI_order,NCBI_family,NCBI_genus,NCBI_species,organism_broadClass,organism_broadClass2,organism_broadClass3,organism_genomes_combined_WGS_PGS,isolate_from,geographic_location,sampleID_new,reported_Temp,reported_Salinity,reported_pH,reported_oxy_micromolar,reported_ammonium,reported_ionicStrength,reported_AOR_umol_NO2_l_d,reported_growthPhase_growthRate,experiment_setup,Broad Filtration Class,Lipid Extractions,Filter pore size,sum_reported_fractions,reported_1302,reported_1300,reported_1298,reported_1296,reported_1292,reported_1292_iso,reported_1294,reported_1290,reported_1288,reported_1286,reported_1292_iso2,reported_1294_iso,reported_1290_iso,reported_1288_iso,reported_1286_iso,fGDGT_0,fGDGT_1,fGDGT_2,fGDGT_3,fGDGT_cren,fGDGT_cren_prime,BITindex,dataType_level0,dataType_level1,Source,short_remark,full_remark,duplicate_Datasets,incomplete_GDGT_fractions,BIT_QC_above05,gdgt0Cren_QC_above07,MI_QC_above05,QC_Indices_check,detectionLimit_check,Source2,firstAuthor_firstName,DOI,Taxonomy data update,TEX86,ringIndex,scaledRI,gdgt23ratio,methaneIndex,gdgtZeroOverZeroCren,TEX_RI,deltaRI
RR00112,Jung2011_Ca Nitrosoarchaeum koreense MY1T_culture_T25,MY1T,Nitrosarchaeum koreense MY1T,9.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosarchaeum,s__Nitrosoarchaeum koreensis,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosarchaeum,s__Nitrosoarchaeum koreensis,Soil mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,,,RR_culture_112,25,,6.9,,,,,,culture-temperature,Total GDGTs,Total GDGTs; Acid hydrolyzed TLEs (CLs + cleaved IPLs),,87.99999999999999,4.0,16.0,16.0,7.6,36.0,1.1,7.3,,,,,,,,,0.04956629491945478,0.19826517967781912,0.19826517967781912,0.09417596034696407,0.446096654275093,0.013630731102850065,,Culture,Culture - AOA,Jung et al. (2011) AEM,Data retrieved from Bale et al. (2019) AEM,Data retrieved from Bale et al. (2019) AEM; Culturing pH 6.8-7.0,No,No,Not reported,No,Yes,,,Jung et al. (2011),Man-Young,https://doi.org/10.1128/AEM.05787-11,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.6068796068796068,2.7162329615861216,0.6790582403965304,2.105263157894737,0.516297262059974,0.04956629491945478,2.345468188760572,-0.37076477282554965
RR00113,Jung2014_Ca Nitrosotenuis chungbukensis MY2_culture_T25,MY2,Candidatus Nitrosotenuis chungbukensis MY2,14.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosotenuis,,p__Nitrososphaerota,c__,o__,f__,g__Nitrosotenuis,,Soil mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,,,RR_culture_113,25,,,,,,,,culture-temperature,Total GDGTs,Total GDGTs; Acid hydrolyzed TLEs (CLs + cleaved IPLs),,99.99999999999999,25.0,28.0,7.5,5.1,33.0,0.6,0.8,,,,,,,,,0.2520161290322581,0.28225806451612906,0.07560483870967742,0.05141129032258065,0.3326612903225807,0.006048387096774194,,Culture,Culture - AOA,Jung et al. (2014) AEM,Data retrieved from Bale et al. (2019) AEM,Data retrieved from Bale et al. (2019) AEM; pH adjusted to optimum growth pH,No,No,Not reported,No,Yes,,,Jung et al. (2014),Man-Young,https://doi.org/10.1128/AEM.03730-13,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.3203883495145631,1.9425403225806452,0.4856350806451613,1.4705882352941175,0.5471698113207547,0.2520161290322581,1.684094636629277,-0.2584456859513682
RR00114,Jung2016_Ca. Nitrosocosmicus oleophilus MY3_culture_T30,MY3,Ca. Nitrosocosmicus oleophilus MY3,17.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Nitrosocosmicus,,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Nitrosocosmicus,,Terrestrial mesophile,Group 1.1b,Group 1.1b-Nitrososphaera,sequenced,,,RR_culture_114,30,,6.8,,,,,,culture-temperature,Total GDGTs,Total GDGTs; Acid hydrolyzed TLEs (CLs + cleaved IPLs),,99.99999999999999,25.0,28.0,7.5,5.1,33.0,0.6,0.8,,,,,,,,,0.2520161290322581,0.28225806451612906,0.07560483870967742,0.05141129032258065,0.3326612903225807,0.006048387096774194,,Culture,Culture - AOA,Jung et al. (2016) Environmental Microbiology Reports,Data retrieved from Bale et al. (2019) AEM,Data retrieved from Bale et al. (2019) AEM; optimum pH 6.5-7.0,No,No,Not reported,No,Yes,,,Jung et al. (2016),Man-Young,https://doi.org/10.1111/1758-2229.12477,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.3203883495145631,1.9425403225806452,0.4856350806451613,1.4705882352941175,0.5471698113207547,0.2520161290322581,1.684094636629277,-0.2584456859513682
RR00115,Boyd2011_Acidilobus_sulfurireducens_culture_T65_pH3_IonicStrength44.9,7A,Acidilobus sulfurireducens 7A,25.1,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Acidilobaceae,g__Acidilobus,s__Acidilobus sp003431325,p__Thermoproteota,c__Thermoprotei,o__Acidilobales,f__Acidilobaceae,g__Acidilobus,s__Acidilobus sp. 7A ,Hyperthermophilic,Acidilobaceae,Acidilobaceae,sequenced,,Yellowstone,RR_culture_115,65,,3.0,,,44.9,,,culture-temperature,Total GDGTs,,,100.0,1.6,0.3,0.8,1.1,40.0,0.6,16.0,38.5,0.5,,,0.6,,,,0.036036036036036036,0.006756756756756757,0.018018018018018018,0.02477477477477478,0.9009009009009009,0.013513513513513514,,Culture,Culture - Hot spring,Boyd et al. (2011) Extremophiles,Data from original source,Data from original source,No,No,Not reported,No,No,,,Boyd et al. (2011),Eric,10.1007/s00792-010-0339-y,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8928571428571429,3.774774774774775,0.9436936936936937,0.7272727272727272,0.05140186915887851,0.036036036036036036,3.549183673469388,-0.22559110130538684
RR00116,Boyd2011_Acidilobus_sulfurireducens_culture_T70_pH3_IonicStrength44.9,7A,Acidilobus sulfurireducens 7A,25.1,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Acidilobaceae,g__Acidilobus,s__Acidilobus sp003431325,p__Thermoproteota,c__Thermoprotei,o__Acidilobales,f__Acidilobaceae,g__Acidilobus,s__Acidilobus sp. 7A ,Hyperthermophilic,Acidilobaceae,Acidilobaceae,sequenced,,Yellowstone,RR_culture_116,70,,3.0,,,44.9,,,culture-temperature,Total GDGTs,,,99.9,2.8,1.2,1.0,1.2,33.6,1.2,13.1,40.4,0.7,,,4.7,,,,0.06829268292682925,0.029268292682926824,0.024390243902439022,0.029268292682926824,0.8195121951219511,0.029268292682926824,,Culture,Culture - Hot spring,Boyd et al. (2011) Extremophiles,Data from original source,Data from original source,No,No,Not reported,No,No,,,Boyd et al. (2011),Eric,10.1007/s00792-010-0339-y,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.7391304347826086,3.560975609756097,0.8902439024390243,0.8333333333333334,0.08900523560209425,0.06829268292682925,2.8346313799621923,-0.7263442297939049
RR00117,Boyd2011_Acidilobus_sulfurireducens_culture_T75_pH3_IonicStrength44.9,7A,Acidilobus sulfurireducens 7A,25.1,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Acidilobaceae,g__Acidilobus,s__Acidilobus sp003431325,p__Thermoproteota,c__Thermoprotei,o__Acidilobales,f__Acidilobaceae,g__Acidilobus,s__Acidilobus sp. 7A ,Hyperthermophilic,Acidilobaceae,Acidilobaceae,sequenced,,Yellowstone,RR_culture_117,75,,3.0,,,44.9,,,culture-temperature,Total GDGTs,,,99.99999999999999,2.5,0.5,0.8,1.0,26.2,0.3,14.0,52.4,1.8,,,0.5,,,,0.07987220447284345,0.01597444089456869,0.025559105431309907,0.03194888178913738,0.8370607028753994,0.009584664536741214,,Culture,Culture - Hot spring,Boyd et al. (2011) Extremophiles,Data from original source,Data from original source,No,No,Not reported,No,No,,,Boyd et al. (2011),Eric,10.1007/s00792-010-0339-y,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8076923076923077,3.549520766773163,0.8873801916932907,0.8000000000000002,0.0798611111111111,0.07987220447284345,3.133934911242604,-0.41558585553055893
RR00118,Boyd2011_Acidilobus_sulfurireducens_culture_T81_pH3_IonicStrength44.9,7A,Acidilobus sulfurireducens 7A,25.1,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Acidilobaceae,g__Acidilobus,s__Acidilobus sp003431325,p__Thermoproteota,c__Thermoprotei,o__Acidilobales,f__Acidilobaceae,g__Acidilobus,s__Acidilobus sp. 7A ,Hyperthermophilic,Acidilobaceae,Acidilobaceae,sequenced,,Yellowstone,RR_culture_118,81,,3.0,,,44.9,,,culture-temperature,Total GDGTs,,,99.89999999999999,2.0,0.5,0.6,0.4,10.4,0.9,3.0,75.2,6.6,,,0.3,,,,0.13513513513513511,0.03378378378378378,0.040540540540540536,0.02702702702702703,0.7027027027027027,0.06081081081081081,,Culture,Culture - Hot spring,Boyd et al. (2011) Extremophiles,Data from original source,Data from original source,No,No,Not reported,No,No,,,Boyd et al. (2011),Eric,10.1007/s00792-010-0339-y,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.7916666666666667,3.2500000000000004,0.8125000000000001,1.4999999999999998,0.11718749999999999,0.13513513513513511,3.061180555555556,-0.18881944444444443
RR00120,Boyd2011_Acidilobus_sulfurireducens_culture_T81_pH4_IonicStrength43.1,7A,Acidilobus sulfurireducens 7A,25.1,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Acidilobaceae,g__Acidilobus,s__Acidilobus sp003431325,p__Thermoproteota,c__Thermoprotei,o__Acidilobales,f__Acidilobaceae,g__Acidilobus,s__Acidilobus sp. 7A ,Hyperthermophilic,Acidilobaceae,Acidilobaceae,sequenced,,Yellowstone,RR_culture_120,81,,4.0,,,43.1,,,culture-pH,Total GDGTs,,,99.99999999999999,7.5,,,1.5,22.4,0.3,10.6,55.9,1.6,,,0.2,,,,0.23659305993690852,0.0,0.0,0.04731861198738171,0.7066246056782334,0.00946372239747634,,Culture,Culture - Hot spring,Boyd et al. (2011) Extremophiles,Data from original source,Data from original source,No,No,Not reported,No,No,,,Boyd et al. (2011),Eric,10.1007/s00792-010-0339-y,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",1.0,3.006309148264984,0.751577287066246,0.0,0.06198347107438017,0.23659305993690852,4.14,1.1336908517350155
RR00122,Boyd2011_Acidilobus_sulfurireducens_culture_T81_pH5.0_IonicStrength43.1,7A,Acidilobus sulfurireducens 7A,25.1,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Acidilobaceae,g__Acidilobus,s__Acidilobus sp003431325,p__Thermoproteota,c__Thermoprotei,o__Acidilobales,f__Acidilobaceae,g__Acidilobus,s__Acidilobus sp. 7A ,Hyperthermophilic,Acidilobaceae,Acidilobaceae,sequenced,,Yellowstone,RR_culture_122,81,,5.0,,,43.1,,,culture-pH,Total GDGTs,,,100.0,9.8,,,,19.4,1.0,2.2,65.7,0.9,,,1.0,,,,0.3245033112582782,0.0,0.0,0.0,0.6423841059602649,0.033112582781456956,,Culture,Culture - Hot spring,Boyd et al. (2011) Extremophiles,Data from original source,Data from original source,No,No,Not reported,No,No,,,Boyd et al. (2011),Eric,10.1007/s00792-010-0339-y,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",1.0,2.701986754966887,0.6754966887417218,,0.0,0.3245033112582782,4.14,1.4380132450331127
RR00129,Feyhl-Buska2016_Picrophilus torridus_culture-C-GDGT_T53_pH0.7_growthLog,DSM 9790,Picrophilus torridus,24.0,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Picrophilus,,p__Candidatus Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Picrophilaceae,g__Picrophilus,,Thermoacidophile,Picrophilaceae,Picrophilaceae,sequenced,,,RR_culture_129,53,,0.7,,,,,growthlog_growth_rate,culture-temperature,Total GDGTs,,,100.0,44.19,6.6,22.97,5.69,6.39,,13.34,0.73,0.08,0.01,,,,,,0.5147949673811744,0.07688723205964586,0.2675908667287978,0.06628611369990682,0.0744408201304753,0.0,,Culture,Culture - Hot spring,Feyhl-Buska et al. (2016) Frontiers in Microbiology,Data from original source,Data from original source,No,No,Not reported,No,Yes,,,Feyhl-Buska et al. (2016),Jayme,https://doi.org/10.3389/fmicb.2016.01323,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8128190584231424,1.108690587138863,0.27717264678471576,4.036906854130052,0.846578631452581,0.5147949673811744,3.157569733177314,2.048879146038451
RR00130,Feyhl-Buska2016_Picrophilus torridus_culture-C-GDGT_T58_pH0.7_growthLog,DSM 9790,Picrophilus torridus,24.0,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Picrophilus,,p__Candidatus Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Picrophilaceae,g__Picrophilus,,Thermoacidophile,Picrophilaceae,Picrophilaceae,sequenced,,,RR_culture_130,58,,0.7,,,,,growthlog_growth_rate,culture-temperature,Total GDGTs,,,100.0,28.49,8.57,27.83,9.73,6.0,,18.64,0.63,0.1,0.01,,,,,,0.3533862565120317,0.1063011659637807,0.34519970230711977,0.1206896551724138,0.07442322004465393,0.0,,Culture,Culture - Hot spring,Feyhl-Buska et al. (2016) Frontiers in Microbiology,Data from original source,Data from original source,No,No,Not reported,No,Yes,,,Feyhl-Buska et al. (2016),Jayme,https://doi.org/10.3389/fmicb.2016.01323,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8142206806850206,1.4564624162738773,0.3641156040684693,2.8602261048304207,0.8849031267983886,0.3533862565120317,3.164061727831726,1.7075993115578485
RR00131,Feyhl-Buska2016_Picrophilus torridus_culture-C-GDGT_T63_pH0.7_growthLog,DSM 9790,Picrophilus torridus,24.0,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Picrophilus,,p__Candidatus Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Picrophilaceae,g__Picrophilus,,Thermoacidophile,Picrophilaceae,Picrophilaceae,sequenced,,,RR_culture_131,63,,0.7,,,,,growthlog_growth_rate,culture-temperature,Total GDGTs,,,100.0,31.42,7.62,23.92,9.39,8.13,,18.18,1.13,0.2,0.01,,,,,,0.39040755467196825,0.09468190854870777,0.2972166998011929,0.11667495029821076,0.1010188866799205,0.0,,Culture,Culture - Hot spring,Feyhl-Buska et al. (2016) Frontiers in Microbiology,Data from original source,Data from original source,No,No,Not reported,No,Yes,,,Feyhl-Buska et al. (2016),Jayme,https://doi.org/10.3389/fmicb.2016.01323,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8138284876618616,1.4432157057654078,0.36080392644135195,2.5473908413205537,0.8342845495311862,0.39040755467196825,3.1622438648359426,1.7190281590705347
RR00132,Feyhl-Buska2016_Picrophilus torridus_culture-IPL-GDGT_T53_pH0.7_growthLog,DSM 9790,Picrophilus torridus,24.0,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Picrophilus,,p__Candidatus Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Picrophilaceae,g__Picrophilus,,Thermoacidophile,Picrophilaceae,Picrophilaceae,sequenced,,,RR_culture_132,53,,0.7,,,,,growthlog_growth_rate,culture-temperature,IPL-GDGTs,,,100.00000000000001,28.48,10.91,36.34,8.01,4.53,,11.18,0.49,0.05,0.01,,,,,,0.3226464257392092,0.12359805143310297,0.411691401382123,0.09074430723915258,0.05131981420641214,0.0,,Culture,Culture - Hot spring,Feyhl-Buska et al. (2016) Frontiers in Microbiology,Data from original source,Data from original source,No,No,Not reported,No,Yes,,,Feyhl-Buska et al. (2016),Jayme,https://doi.org/10.3389/fmicb.2016.01323,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8025696706478466,1.4244930327404552,0.3561232581851138,4.536828963795257,0.9242348218765679,0.3226464257392092,3.1104933667305508,1.6860003339900955
RR00133,Feyhl-Buska2016_Picrophilus torridus_culture-IPL-GDGT_T58_pH0.7_growthLog,DSM 9790,Picrophilus torridus,24.0,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Picrophilus,,p__Candidatus Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Picrophilaceae,g__Picrophilus,,Thermoacidophile,Picrophilaceae,Picrophilaceae,sequenced,,,RR_culture_133,58,,0.7,,,,,growthlog_growth_rate,culture-temperature,IPL-GDGTs,,,100.01,21.41,11.45,37.83,11.78,3.34,,13.83,0.32,0.04,0.01,,,,,,0.24950471972963523,0.13343433166297633,0.44085770889173753,0.13728003729169094,0.038923202423959906,0.0,,Culture,Culture - Hot spring,Feyhl-Buska et al. (2016) Frontiers in Microbiology,Data from original source,Data from original source,No,No,Not reported,No,Yes,,,Feyhl-Buska et al. (2016),Jayme,https://doi.org/10.3389/fmicb.2016.01323,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8124795283327876,1.5826826710173638,0.39567066775434095,3.2113752122241084,0.948136645962733,0.24950471972963523,3.1559990699305187,1.573316398913155
RR00134,Feyhl-Buska2016_Picrophilus torridus_culture-IPL-GDGT_T63_pH0.7_growthLog,DSM 9790,Picrophilus torridus,24.0,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Picrophilus,,p__Candidatus Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Picrophilaceae,g__Picrophilus,,Thermoacidophile,Picrophilaceae,Picrophilaceae,sequenced,,,RR_culture_134,63,,0.7,,,,,growthlog_growth_rate,culture-temperature,IPL-GDGTs,,,100.01,13.51,11.08,39.72,13.26,4.64,,17.16,0.55,0.08,0.01,,,,,,0.16433523902201677,0.1347767911446296,0.4831529011069212,0.16129424644203866,0.056440822284393614,0.0,,Culture,Culture - Hot spring,Feyhl-Buska et al. (2016) Frontiers in Microbiology,Data from original source,Data from original source,No,No,Not reported,No,Yes,,,Feyhl-Buska et al. (2016),Jayme,https://doi.org/10.3389/fmicb.2016.01323,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8270371526693725,1.8107286218221625,0.45268215545554064,2.995475113122172,0.9324599708879184,0.16433523902201677,3.2240296927375196,1.413301070915357
RR00135,Feyhl-Buska2016_Picrophilus torridus_culture-C-GDGT_T58_pH0.3_growthLog,DSM 9790,Picrophilus torridus,24.0,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Picrophilus,,p__Candidatus Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Picrophilaceae,g__Picrophilus,,Thermoacidophile,Picrophilaceae,Picrophilaceae,sequenced,,,RR_culture_135,58,,0.3,,,,,growthlog_growth_rate,culture-pH,Total GDGTs,,,100.00000000000001,21.55,5.76,27.11,8.94,10.34,,24.28,1.67,0.31,0.04,,,,,,0.29240162822252375,0.07815468113975577,0.36784260515603795,0.12130257801899592,0.14029850746268657,0.0,,Culture,Culture - Hot spring,Feyhl-Buska et al. (2016) Frontiers in Microbiology,Data from original source,Data from original source,No,No,Not reported,No,Yes,,,Feyhl-Buska et al. (2016),Jayme,https://doi.org/10.3389/fmicb.2016.01323,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8622339153312605,1.7389416553595658,0.43473541383989145,3.032438478747203,0.8017257909875359,0.29240162822252375,3.394325003356547,1.655383347996981
RR00136,Feyhl-Buska2016_Picrophilus torridus_culture-C-GDGT_T58_pH0.5_growthLog,DSM 9790,Picrophilus torridus,24.0,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Picrophilus,,p__Candidatus Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Picrophilaceae,g__Picrophilus,,Thermoacidophile,Picrophilaceae,Picrophilaceae,sequenced,,,RR_culture_136,58,,0.5,,,,,growthlog_growth_rate,culture-pH,Total GDGTs,,,100.00000000000001,43.49,6.08,21.15,7.15,4.93,,16.57,0.54,0.08,0.01,,,,,,0.5252415458937197,0.07342995169082124,0.2554347826086956,0.08635265700483091,0.05954106280193235,0.0,,Culture,Culture - Hot spring,Feyhl-Buska et al. (2016) Frontiers in Microbiology,Data from original source,Data from original source,No,No,Not reported,No,Yes,,,Feyhl-Buska et al. (2016),Jayme,https://doi.org/10.3389/fmicb.2016.01323,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8231529959278651,1.0815217391304346,0.27038043478260865,2.958041958041958,0.8745866191808701,0.5252415458937197,3.2057406307562095,2.124218891625775
RR00137,Feyhl-Buska2016_Picrophilus torridus_culture-C-GDGT_T58_pH0.7_growthLog,DSM 9790,Picrophilus torridus,24.0,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Picrophilus,,p__Candidatus Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Picrophilaceae,g__Picrophilus,,Thermoacidophile,Picrophilaceae,Picrophilaceae,sequenced,,,RR_culture_137,58,,0.7,,,,,growthlog_growth_rate,culture-pH,Total GDGTs,,,100.0,28.49,8.57,27.83,9.73,6.0,,18.64,0.63,0.1,0.01,,,,,,0.3533862565120317,0.1063011659637807,0.34519970230711977,0.1206896551724138,0.07442322004465393,0.0,,Culture,Culture - Hot spring,Feyhl-Buska et al. (2016) Frontiers in Microbiology,Data from original source,Data from original source,No,No,Not reported,No,Yes,,,Feyhl-Buska et al. (2016),Jayme,https://doi.org/10.3389/fmicb.2016.01323,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8142206806850206,1.4564624162738773,0.3641156040684693,2.8602261048304207,0.8849031267983886,0.3533862565120317,3.164061727831726,1.7075993115578485
RR00138,Feyhl-Buska2016_Picrophilus torridus_culture-C-GDGT_T58_pH0.9_growthLog,DSM 9790,Picrophilus torridus,24.0,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Picrophilus,,p__Candidatus Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Picrophilaceae,g__Picrophilus,,Thermoacidophile,Picrophilaceae,Picrophilaceae,sequenced,,,RR_culture_138,58,,0.9,,,,,growthlog_growth_rate,culture-pH,Total GDGTs,,,99.99999999999999,47.94,6.29,19.76,6.42,4.6,,14.32,0.56,0.1,0.01,,,,,,0.5639336548641337,0.07399129514174804,0.2324432419715328,0.0755205269968239,0.054111281025761675,0.0,,Culture,Culture - Hot spring,Feyhl-Buska et al. (2016) Frontiers in Microbiology,Data from original source,Data from original source,No,No,Not reported,No,Yes,,,Feyhl-Buska et al. (2016),Jayme,https://doi.org/10.3389/fmicb.2016.01323,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8062827225130891,0.9818844841783321,0.24547112104458302,3.077881619937695,0.8759104397086593,0.5639336548641337,3.1274671746936766,2.1455826905153446
RR00139,Feyhl-Buska2016_Picrophilus torridus_culture-C-GDGT_T58_pH1.1_growthLog,DSM 9790,Picrophilus torridus,24.0,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Picrophilus,,p__Candidatus Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Picrophilaceae,g__Picrophilus,,Thermoacidophile,Picrophilaceae,Picrophilaceae,sequenced,,,RR_culture_139,58,,1.1,,,,,growthlog_growth_rate,culture-pH,Total GDGTs,,,100.00000000000003,65.83,10.78,15.15,2.76,1.45,,3.73,0.25,0.04,0.01,,,,,,0.6859435240179221,0.11232676878191099,0.1578618318224445,0.028758987183494837,0.01510888819422736,0.0,,Culture,Culture - Hot spring,Feyhl-Buska et al. (2016) Frontiers in Microbiology,Data from original source,Data from original source,No,No,Not reported,No,Yes,,,Feyhl-Buska et al. (2016),Jayme,https://doi.org/10.3389/fmicb.2016.01323,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.6242593238062043,0.574762946754194,0.1436907366885485,5.489130434782609,0.9518911745189118,0.6859435240179221,2.4031233358210344,1.8283603890668405
RR00140,Feyhl-Buska2016_Picrophilus torridus_culture-IPL-GDGT_T58_pH0.3_growthLog,DSM 9790,Picrophilus torridus,24.0,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Picrophilus,,p__Candidatus Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Picrophilaceae,g__Picrophilus,,Thermoacidophile,Picrophilaceae,Picrophilaceae,sequenced,,,RR_culture_140,58,,0.3,,,,,growthlog_growth_rate,culture-pH,IPL-GDGTs,,,99.99,25.76,8.25,32.27,9.09,5.59,,17.88,0.96,0.17,0.02,,,,,,0.3181818181818182,0.10190217391304347,0.3985918972332016,0.11227766798418971,0.06904644268774703,0.0,,Culture,Culture - Hot spring,Feyhl-Buska et al. (2016) Frontiers in Microbiology,Data from original source,Data from original source,No,No,Not reported,No,Yes,,,Feyhl-Buska et al. (2016),Jayme,https://doi.org/10.3389/fmicb.2016.01323,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8337028824833703,1.512104743083004,0.378026185770751,3.5500550055005506,0.898731884057971,0.3181818181818182,3.2556496280745915,1.7435448849915876
