sampleID,sampleName,Strains,organism_reported_names,phyloT_order,GTDB_phylum,GTDB_class,GTDB_order,GTDB_family,GTDB_genus,GTDB_species,NCBI_phylum,NCBI_class,NCBI_order,NCBI_family,NCBI_genus,NCBI_species,organism_broadClass,organism_broadClass2,organism_broadClass3,organism_genomes_combined_WGS_PGS,isolate_from,geographic_location,sampleID_new,reported_Temp,reported_Salinity,reported_pH,reported_oxy_micromolar,reported_ammonium,reported_ionicStrength,reported_AOR_umol_NO2_l_d,reported_growthPhase_growthRate,experiment_setup,Broad Filtration Class,Lipid Extractions,Filter pore size,sum_reported_fractions,reported_1302,reported_1300,reported_1298,reported_1296,reported_1292,reported_1292_iso,reported_1294,reported_1290,reported_1288,reported_1286,reported_1292_iso2,reported_1294_iso,reported_1290_iso,reported_1288_iso,reported_1286_iso,fGDGT_0,fGDGT_1,fGDGT_2,fGDGT_3,fGDGT_cren,fGDGT_cren_prime,BITindex,dataType_level0,dataType_level1,Source,short_remark,full_remark,duplicate_Datasets,incomplete_GDGT_fractions,BIT_QC_above05,gdgt0Cren_QC_above07,MI_QC_above05,QC_Indices_check,detectionLimit_check,Source2,firstAuthor_firstName,DOI,Taxonomy data update,TEX86,ringIndex,scaledRI,gdgt23ratio,methaneIndex,gdgtZeroOverZeroCren,TEX_RI,deltaRI
RR00092,Qin2015_021_Nitrosopumilus maritimus SCM1_T30_oxy10,SCM1,Nitrosopumilus maritimus SCM1,7.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,a tropical marine fish tank at the Seattle Aquarium in Seattle,Washington,RR_culture_092,30,,,106.0,,,,,culture-oxygen,Total GDGTs,Total GDGTs; Acid hydrolyzed TLEs (CLs + cleaved IPLs),,99.92,8.95,7.04,13.43,4.16,65.72,0.62,,,,,,,,,,0.08957165732586068,0.07045636509207366,0.13440752602081665,0.041633306645316254,0.6577261809447558,0.006204963971176942,,Culture,Culture - AOA,Qin et al. (2015) PNAS,Data from original source,Data from original source,No,No,Not reported,No,No,Pass,Pass,Qin et al. (2015),Wei,https://doi.org/10.1073/pnas.1501568112,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.7211881188118812,3.1198959167333866,0.7799739791833467,3.2283653846153846,0.27074859843904586,0.08957165732586068,2.761457993530046,-0.3584379232033408
RR00093,Qin2015_022_Nitrosopumilus maritimus SCM1_T30_oxy21,SCM1,Nitrosopumilus maritimus SCM1,7.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,a tropical marine fish tank at the Seattle Aquarium in Seattle,Washington,RR_culture_093,30,,,213.0,,,,,culture-oxygen,Total GDGTs,Total GDGTs; Acid hydrolyzed TLEs (CLs + cleaved IPLs),,99.82000000000001,10.32,7.93,12.42,4.26,64.28,0.61,,,,,,,,,,0.1033860949709477,0.07944299739531155,0.12442396313364054,0.0426768182728912,0.6439591264275696,0.00611099979963935,,Culture,Culture - AOA,Qin et al. (2015) PNAS,Data from original source,Data from original source,No,No,Not reported,No,No,Pass,Pass,Qin et al. (2015),Wei,https://doi.org/10.1073/pnas.1501568112,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.6855670103092782,3.056601883390102,0.7641504708475255,2.915492957746479,0.27497206703910615,0.1033860949709477,2.6225204591348703,-0.4340814242552318
RR00094,Qin2015_023_Nitrosopumilus ureiphilus PS0_T26_oxy01,PS0,Nitrosopumilus ureiphilus PS0,4.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus ureiphilus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus ureiphilus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,a nearshore marine surface sediment in Seattle,Washington,RR_culture_094,26,,,1.0,,,,,culture-oxygen,Total GDGTs,Total GDGTs; Acid hydrolyzed TLEs (CLs + cleaved IPLs),,99.97,9.69,6.24,27.0,3.14,53.53,0.37,,,,,,,,,,0.09692907872361708,0.06241872561768531,0.2700810243072922,0.031409422826848055,0.5354606381914575,0.00370111033309993,,Culture,Culture - AOA,Qin et al. (2015) PNAS,Data from original source,Data from original source,No,No,Not reported,No,No,Pass,Pass,Qin et al. (2015),Wei,https://doi.org/10.1073/pnas.1501568112,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8302040816326531,2.8534560368110435,0.7133640092027609,8.598726114649681,0.40296854231280455,0.09692907872361708,3.2390157301124534,0.3855596933014098
RR00095,Qin2015_024_Nitrosopumilus ureiphilus PS0_T26_oxy02,PS0,Nitrosopumilus ureiphilus PS0,4.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus ureiphilus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus ureiphilus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,a nearshore marine surface sediment in Seattle,Washington,RR_culture_095,26,,,2.0,,,,,culture-oxygen,Total GDGTs,Total GDGTs; Acid hydrolyzed TLEs (CLs + cleaved IPLs),,99.95,9.44,7.31,25.58,3.48,53.78,0.36,,,,,,,,,,0.0944472236118059,0.07313656828414207,0.25592796398199097,0.034817408704352175,0.5380690345172586,0.003601800900450225,,Culture,Culture - AOA,Qin et al. (2015) PNAS,Data from original source,Data from original source,No,No,Not reported,No,No,Pass,Pass,Qin et al. (2015),Wei,https://doi.org/10.1073/pnas.1501568112,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8009801252382249,2.856128064032016,0.714032016008004,7.350574712643677,0.4018340514860236,0.0944472236118059,3.10325491817502,0.24712685414300406
RR00096,Qin2015_025_Nitrosopumilus ureiphilus PS0_T26_oxy05,PS0,Nitrosopumilus ureiphilus PS0,4.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus ureiphilus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus ureiphilus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,a nearshore marine surface sediment in Seattle,Washington,RR_culture_096,26,,,5.0,,,,,culture-oxygen,Total GDGTs,Total GDGTs; Acid hydrolyzed TLEs (CLs + cleaved IPLs),,99.96,9.5,7.9,18.37,3.06,60.49,0.64,,,,,,,,,,0.09503801520608243,0.07903161264505804,0.18377350940376153,0.030612244897959186,0.6051420568227291,0.006402561024409764,,Culture,Culture - AOA,Qin et al. (2015) PNAS,Data from original source,Data from original source,No,No,Not reported,No,No,Pass,Pass,Qin et al. (2015),Wei,https://doi.org/10.1073/pnas.1501568112,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.736403069736403,2.984593837535014,0.7461484593837535,6.003267973856209,0.3242317046208269,0.09503801520608243,2.823370713612066,-0.16122312392294802
RR00097,Qin2015_026_Nitrosopumilus ureiphilus PS0_T26_oxy1,PS0,Nitrosopumilus ureiphilus PS0,4.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus ureiphilus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus ureiphilus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,a nearshore marine surface sediment in Seattle,Washington,RR_culture_097,26,,,11.0,,,,,culture-oxygen,Total GDGTs,Total GDGTs; Acid hydrolyzed TLEs (CLs + cleaved IPLs),,99.96,11.57,9.0,15.82,2.69,60.33,0.55,,,,,,,,,,0.11574629851940778,0.09003601440576231,0.15826330532212887,0.02691076430572229,0.6035414165666266,0.0055022008803521415,,Culture,Culture - AOA,Qin et al. (2015) PNAS,Data from original source,Data from original source,No,No,Not reported,No,No,Pass,Pass,Qin et al. (2015),Wei,https://doi.org/10.1073/pnas.1501568112,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.6792587312900926,2.923469387755102,0.7308673469387755,5.881040892193309,0.31123430252290984,0.11574629851940778,2.598793624698932,-0.3246757630561703
RR00098,Qin2015_027_Nitrosopumilus ureiphilus PS0_T26_oxy5,PS0,Nitrosopumilus ureiphilus PS0,4.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus ureiphilus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus ureiphilus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,a nearshore marine surface sediment in Seattle,Washington,RR_culture_098,26,,,53.0,,,,,culture-oxygen,Total GDGTs,Total GDGTs; Acid hydrolyzed TLEs (CLs + cleaved IPLs),,99.94,14.84,10.45,12.62,2.26,59.34,0.43,,,,,,,,,,0.14848909345607364,0.10456273764258554,0.12627576545927557,0.02261356814088453,0.5937562537522514,0.0043025815489293575,,Culture,Culture - AOA,Qin et al. (2015) PNAS,Data from original source,Data from original source,No,No,Not reported,No,No,Pass,Pass,Qin et al. (2015),Wei,https://doi.org/10.1073/pnas.1501568112,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.5943322981366459,2.8171903141885135,0.7042975785471284,5.5840707964601775,0.29764982373678023,0.14848909345607364,2.305090654054627,-0.5120996601338863
RR00099,Qin2015_028_Nitrosopumilus ureiphilus PS0_T26_oxy10,PS0,Nitrosopumilus ureiphilus PS0,4.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus ureiphilus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus ureiphilus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,a nearshore marine surface sediment in Seattle,Washington,RR_culture_099,26,,,106.0,,,,,culture-oxygen,Total GDGTs,Total GDGTs; Acid hydrolyzed TLEs (CLs + cleaved IPLs),,99.91000000000001,16.49,11.3,10.81,2.22,58.7,0.39,,,,,,,,,,0.16504854368932034,0.1131017916124512,0.10819737763987589,0.022219997998198376,0.5875287758983084,0.003903513161845661,,Culture,Culture - AOA,Qin et al. (2015) PNAS,Data from original source,Data from original source,No,No,Not reported,No,No,Pass,Pass,Qin et al. (2015),Wei,https://doi.org/10.1073/pnas.1501568112,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.5428802588996764,2.7618856971274144,0.6904714242818536,4.86936936936937,0.2916566770558619,0.16504854368932034,2.1504491993171415,-0.6114364978102729
RR00100,Qin2015_029_Nitrosopumilus ureiphilus PS0_T26_oxy21,PS0,Nitrosopumilus ureiphilus PS0,4.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus ureiphilus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus ureiphilus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,a nearshore marine surface sediment in Seattle,Washington,RR_culture_100,26,,,213.0,,,,,culture-oxygen,Total GDGTs,Total GDGTs; Acid hydrolyzed TLEs (CLs + cleaved IPLs),,99.92,19.58,11.89,7.69,1.94,58.53,0.29,,,,,,,,,,0.19595676541232984,0.11899519615692554,0.07696156925540433,0.01941553242594075,0.5857686148919136,0.0029023218574859887,,Culture,Culture - AOA,Qin et al. (2015) PNAS,Data from original source,Data from original source,No,No,Not reported,No,No,Pass,Pass,Qin et al. (2015),Wei,https://doi.org/10.1073/pnas.1501568112,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.4548372306281523,2.6858486789431546,0.6714621697357886,3.9639175257731964,0.2678615882499378,0.19595676541232984,1.9266066615497397,-0.7592420173934149
RR00101,Hurley2016_N. maritimus SCM1_T28_pH7.6_slowGrowthRate,SCM1,Nitrosopumilus maritimus SCM1,7.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,a tropical marine fish tank at the Seattle Aquarium in Seattle,Washington,RR_culture_101,28,,7.6,,,,31.2,slow,culture-growth-rate,Total GDGTs,Total GDGTs (Hydrolyzed B-D extracts; CLs + cleaved IPLs),0.1,1.0000000009999999,0.094736842,0.073684211,0.210526316,0.073684211,0.536842105,0.010526316,,,,,,,,,,0.09473684190526317,0.0736842109263158,0.2105263157894737,0.0736842109263158,0.5368421044631579,0.010526315989473687,,Culture,Culture - AOA,Hurley et al. (2016) PNAS,Data retrieved from Tierney dataset,Data retrieved from Tierney dataset,No,No,Not reported,No,No,,,Hurley et al. (2016),Sarah,https://doi.org/10.1073/pnas.1518534113,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.7999999994571427,2.9052631570947374,0.7263157892736843,2.857142841632653,0.39534883800567877,0.09473684190526317,3.098799997534342,0.1935368404396045
RR00102,Hurley2016_N. maritimus SCM1_T28_pH7.6_intermediateGrowthRate,SCM1,Nitrosopumilus maritimus SCM1,7.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,a tropical marine fish tank at the Seattle Aquarium in Seattle,Washington,RR_culture_102,28,,7.6,,,,71.4,intermediate,culture-growth-rate,Total GDGTs,Total GDGTs (Hydrolyzed B-D extracts; CLs + cleaved IPLs),0.1,1.0,0.147368421,0.115789474,0.178947368,0.084210526,0.463157895,0.010526316,,,,,,,,,,0.147368421,0.115789474,0.178947368,0.084210526,0.463157895,0.010526316,,Culture,Culture - AOA,Hurley et al. (2016) PNAS,Data retrieved from Tierney dataset,Data retrieved from Tierney dataset,No,No,Not reported,No,No,,,Hurley et al. (2016),Sarah,https://doi.org/10.1073/pnas.1518534113,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.7027027017311906,2.6210526319999996,0.6552631579999999,2.12500000296875,0.44444444392318244,0.147368421,2.688305328574428,0.06725269657442823
RR00103,Hurley2016_N. maritimus SCM1_T28_pH7.6_fastGrowthRate,SCM1,Nitrosopumilus maritimus SCM1,7.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,a tropical marine fish tank at the Seattle Aquarium in Seattle,Washington,RR_culture_103,28,,7.6,,,,101.6,fast,culture-growth-rate,Total GDGTs,Total GDGTs (Hydrolyzed B-D extracts; CLs + cleaved IPLs),0.1,1.0000000009999999,0.170212766,0.117021277,0.159574468,0.085106383,0.457446809,0.010638298,,,,,,,,,,0.17021276582978725,0.11702127688297875,0.15957446784042556,0.08510638291489363,0.45744680854255326,0.010638297989361703,,Culture,Culture - AOA,Hurley et al. (2016) PNAS,Data retrieved from Tierney dataset,Data retrieved from Tierney dataset,No,No,Not reported,No,No,,,Hurley et al. (2016),Sarah,https://doi.org/10.1073/pnas.1518534113,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.6857142850236735,2.56382978743617,0.6409574468590425,1.8749999985312502,0.4358974358047337,0.17021276582978725,2.623077548407723,0.05924776097155293
RR00104,Pitcher2011_Ca Nitrosoarchaeum limnia SFB1_T22_pH,SFB1,Candidatus Nitrosarchaeum limnia SFB1,10.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosarchaeum,,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosarchaeum,,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,marine sediments taken from the San Francisco Bay estuary,San Francisco Bay estuary,RR_culture_104,22,,7.1,,500.0,,,,culture-temperature,Total GDGTs,Total GDGTs (Hydrolyzed B-D extracts; CLs + cleaved IPLs),0.22-0.7,0.9690000000000002,0.35,0.17,0.05,0.01,0.34,0.004,0.04,,,,,0.005,,,,0.3787878787878787,0.18398268398268397,0.054112554112554105,0.01082251082251082,0.36796536796536794,0.004329004329004328,,Culture,Culture - AOA,Pitcher et al. (2011) AEM,Data from original source,Data from original source,No,No,Not reported,No,No,,,Pitcher et al. (2011),Angela,https://doi.org/10.1128/AEM.02758-10,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.2735042735042735,1.8138528138528138,0.45346320346320346,5.0,0.4006968641114983,0.3787878787878787,1.627752940317043,-0.18609987353577084
RR00105,Pitcher2011_SJ_T25_pH8.2,SJ,Nitrosopumilus sp. SJ,8.1,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,coastal marine sediments from South Korea,South Korea,RR_culture_105,25,,8.2,,100.0,,,,culture-temperature,Total GDGTs,Total GDGTs (Hydrolyzed B-D extracts; CLs + cleaved IPLs),0.22-0.7,0.9,0.26,0.08,0.11,0.08,0.24,0.01,0.12,,,,,,,,,0.3333333333333333,0.10256410256410256,0.14102564102564102,0.10256410256410256,0.30769230769230765,0.01282051282051282,,Culture,Culture - AOA,Pitcher et al. (2011) AEM,Data from original source,Data from original source,No,No,Not reported,No,Yes,,,Pitcher et al. (2011),Angela,https://doi.org/10.1128/AEM.02758-10,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.7142857142857142,1.9743589743589742,0.49358974358974356,1.375,0.5192307692307694,0.3333333333333333,2.7338775510204076,0.7595185766614334
RR00106,Pitcher2011_AR1_T25_pH8.2,AR1,Nitrosopumilus koreensis AR1,6.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,"coastal marine sediments from Svalbard, Norway","Svalbard, Norway",RR_culture_106,25,,8.2,,100.0,,,,culture-temperature,Total GDGTs,Total GDGTs (Hydrolyzed B-D extracts; CLs + cleaved IPLs),0.22-0.7,0.936,0.31,0.1,0.09,0.04,0.35,0.006,0.04,,,,,,,,,0.34598214285714285,0.11160714285714286,0.10044642857142856,0.044642857142857144,0.39062499999999994,0.006696428571428571,,Culture,Culture - AOA,Pitcher et al. (2011) AEM,Data from original source,Data from original source,No,No,Not reported,No,No,,,Pitcher et al. (2011),Angela,https://doi.org/10.1128/AEM.02758-10,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.576271186440678,2.0357142857142856,0.5089285714285714,2.2499999999999996,0.3924914675767918,0.34598214285714285,2.248804941108877,0.21309065539459127
RR00107,SinningheDamste2012_Ca Nitrosoarchaeum koreensis MY1T_T25_pH6.9,MY1T,Nitrosarchaeum koreense MY1T,9.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosarchaeum,s__Nitrosoarchaeum koreensis,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosarchaeum,s__Nitrosoarchaeum koreensis,Soil mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,,,RR_culture_107,25,,6.9,,,,,,culture-temperature,Total GDGTs,Total GDGTs (Hydrolyzed B-D extracts; CLs + cleaved IPLs),,91.99999999999999,13.7,15.3,14.3,5.5,35.8,1.1,6.3,,,,,,,,,0.15985997666277715,0.1785297549591599,0.16686114352392067,0.06417736289381565,0.4177362893815636,0.01283547257876313,,Culture,Culture - AOA,Sinninghe Damste et al. (2012) AEM,Data from original source,Data from original source,No,No,Not reported,No,No,,,Sinninghe Damste et al. (2012),Jaap,https://doi.org/10.1128/AEM.01681-12,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.5773480662983426,2.427071178529755,0.6067677946324388,2.5999999999999996,0.48750000000000004,0.15985997666277715,2.2521002106162817,-0.17497096791347344
RR00108,SinningheDamste2012_Ca Nitrososphaera JG1_T37_pH6.5,JG1,Ca Nitrososphaera JG1,25.1,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrososphaera,,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrososphaera,,Soil mesophile,Group 1.1b,Group 1.1b-Nitrososphaera,sequenced,,,RR_culture_108,37,,7.5,,,,,,culture-temperature,Total GDGTs,Total GDGTs (Hydrolyzed B-D extracts; CLs + cleaved IPLs),,90.0,2.9,4.0,3.4,5.0,29.2,13.7,31.8,,,,,,,,,0.04982817869415807,0.06872852233676975,0.05841924398625429,0.0859106529209622,0.5017182130584192,0.2353951890034364,,Culture,Culture - AOA,Sinninghe Damste et al. (2012) AEM,Data from original source,Data from original source,No,No,Not reported,No,No,,,Sinninghe Damste et al. (2012),Jaap,https://doi.org/10.1128/AEM.01681-12,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8467432950191571,3.3917525773195876,0.8479381443298969,0.6799999999999999,0.22423146473779385,0.04982817869415807,3.3183620322661147,-0.07339054505347287
RR00109,SinningheDamste2012_Nitrososphaera viennensis EN76_T37_pH7.5,EN76,Nitrososphaera viennensis EN76,16.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Nitrososphaera,s__Nitrososphaera viennensis,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrososphaera,s__Nitrososphaera viennensis,Soil mesophile,Group 1.1b,Group 1.1b-Nitrososphaera,sequenced,,,RR_culture_109,37,,7.1,,,,,,culture-temperature,Total GDGTs,Total GDGTs (Hydrolyzed B-D extracts; CLs + cleaved IPLs),,88.4,0.3,0.2,0.2,0.5,55.1,22.9,9.2,,,,,,,,,0.0037878787878787876,0.0025252525252525255,0.0025252525252525255,0.006313131313131313,0.6957070707070707,0.2891414141414141,,Culture,Culture - AOA,Sinninghe Damste et al. (2012) AEM,Data from original source,Data from original source,No,No,Not reported,No,No,,,Sinninghe Damste et al. (2012),Jaap,https://doi.org/10.1128/AEM.01681-12,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.9915966386554621,3.965909090909091,0.9914772727272727,0.4,0.01140684410646388,0.0037878787878787876,4.090906715627427,0.1249976247183362
RR00110,Schouten2008_Nitrosopumilus maritimus SCM1_culture_T28_pH7.1,SCM1,Nitrosopumilus maritimus SCM1,7.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,a tropical marine fish tank at the Seattle Aquarium in Seattle,Washington,RR_culture_110,28,,7.1,,500.0,,,,culture-temperature,Total GDGTs,Total GDGTs (Base and Acid hydrolysis),0.1,1.0,0.14072847682119174,0.08940397350993387,0.10761589403973515,0.06953642384105962,0.5927152317880796,0.0,,,,,,,,,,0.14072847682119174,0.08940397350993387,0.10761589403973515,0.06953642384105962,0.5927152317880796,0.0,,Culture,Culture - AOA,Schouten et al. (2008) AEM,GDGT fractions digitized from the figure in the original paper,GDGT fractions digitized from Fig.2 in the original paper (total; acid+base hydrolysis -- different from reported values in Bale et al. 2019) ; pH were assumed based on the culturing approach that followed Konneke et al. (2005) with monitored pH range of 7.0-7.2,No,No,Not reported,No,No,,,Schouten et al. (2008),Stefan,https://journals.asm.org/doi/10.1128/aem.01709-07#F2,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.6645962732919253,2.8841059602649013,0.7210264900662253,1.547619047619048,0.31021194605009644,0.14072847682119174,2.5446657150572887,-0.3394402452076126
RR00111,SinningheDamster2002_Ca Cenarchaeum symbiosum A_culture_T10,A,Cenarchaeum symbiosum A,11.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Cenarchaeum,,p__Nitrososphaerota,c__Nitrososphaeria,o__Cenarchaeales,f__Cenarchaeaceae,g__Cenarchaeum,,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,,,RR_culture_111,10,,,,,,,,culture-temperature,Total GDGTs,"refluxing with 2 N HCl in methanol for 8 h, followed by liquid/liquid extraction with DCM",,100.0,28.0,14.0,2.0,0.0,56.0,0.0,0.0,,,,,,,,,0.28,0.14,0.02,0.0,0.56,0.0,,Culture,Culture - AOA,Sinninghe Damste et al. (2002) Journal of Lipid Research,Data retrieved from Bale et al. (2019) AEM,Data retrieved from Bale et al. (2019) AEM,No,No,Not reported,No,No,,,Sinninghe Damste et al. (2002),Jaap,10.1194/jlr.m200148-jlr200,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.125,2.4200000000000004,0.6050000000000001,inf,0.2222222222222222,0.28,1.545625,-0.8743750000000003
